A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
-4.73647E+001	-3.41807E+001	9.83917E+002	-2.44148E-001	6.71407E+000	4.33363E+000
-3.51573E+001	-4.39467E+001	1.03714E+003	3.41807E+000	-5.98163E+000	4.21155E+000
-2.88095E+001	-3.27158E+001	1.03665E+003	9.33866E+000	1.28178E+000	6.65304E+000
-8.20338E+001	-3.27158E+001	1.02445E+003	5.37126E+000	1.77618E+001	1.17191E+001
-9.17997E+001	-2.88095E+001	1.01419E+003	1.78228E+001	8.11792E+000	1.79449E+001
-8.49635E+001	0.00000E+000	9.85382E+002	2.96030E+001	-1.12308E+001	2.06305E+001
-3.56456E+001	2.63680E+001	1.03909E+003	2.91147E+001	-1.97150E+001	1.81280E+001
-2.29499E+001	5.42009E+001	1.04056E+003	3.40587E+001	-1.33671E+001	2.03253E+001
-3.12510E+001	1.60649E+002	9.40458E+002	2.86874E+001	-9.15555E+000	2.11798E+001
-3.95520E+001	9.81475E+001	9.87823E+002	-2.54524E+001	-5.79852E+000	2.08747E+001
-5.37126E+000	4.29701E+001	1.06400E+003	-2.87484E+001	-1.37333E+001	1.97760E+001
4.88296E-001	4.19935E+001	1.01419E+003	-1.89825E+001	-5.43229E+000	4.06507E+001
6.93381E+001	2.88095E+001	1.08304E+003	-1.70293E+001	2.01422E+000	6.91549E+001
3.07627E+001	1.51372E+001	1.12748E+003	-8.54518E-001	2.12409E+001	6.10370E+001
-4.49232E+001	5.37126E+001	1.00687E+003	2.00812E+001	3.67443E+001	4.95621E+001
-9.57060E+001	9.13114E+001	9.59502E+002	1.89825E+001	3.10068E+001	5.57878E+001
-1.12796E+002	1.08890E+002	9.67315E+002	1.42827E+001	-1.22074E-001	4.74258E+001
-3.71105E+001	6.05487E+001	1.06546E+003	-7.93481E-001	-1.17191E+001	3.35704E+001
-1.31840E+001	2.92978E+000	1.04202E+003	-1.70904E+000	5.12711E+000	3.14951E+001
-1.08890E+002	1.32328E+002	9.66338E+002	2.10578E+001	-4.27259E-001	2.99081E+001
-3.36924E+001	1.04007E+002	1.02103E+003	2.86264E+001	-1.25126E+001	1.99591E+001
-6.10370E+001	1.50395E+002	1.01761E+003	3.84533E+001	-2.30720E+001	3.66222E-001
-2.92978E+000	1.83111E+002	9.32646E+002	2.61849E+001	-4.41908E+001	4.15052E+000
1.33793E+002	3.51085E+002	8.12525E+002	-2.46590E+001	-5.08438E+001	8.54518E+000
1.99225E+002	8.78933E+000	1.05033E+003	-6.52486E+001	-6.93991E+001	-4.05896E+001
1.57231E+002	-4.98062E+001	1.27592E+003	5.85955E+000	-6.07318E+001	-3.03354E+001
1.56255E+002	1.48930E+002	9.42900E+002	9.38749E+001	-3.38145E+001	-7.56859E+000
1.54790E+002	2.56355E+002	7.41722E+002	8.09961E+001	-4.83413E+001	1.07425E+001
2.03131E+002	2.35847E+002	8.37428E+002	2.67953E+001	-8.63674E+001	2.83822E+001
2.91025E+002	2.03619E+002	9.77569E+002	-2.07526E+000	-9.42412E+001	3.93689E+001
3.68175E+002	1.50395E+002	1.08060E+003	-1.47099E+001	-6.79342E+001	4.05896E+001
3.97473E+002	4.68764E+001	1.16214E+003	2.71004E+001	-3.97961E+001	3.49132E+001
4.99039E+002	2.26569E+002	1.05179E+003	8.58180E+001	1.26957E+001	5.01724E+001
4.73159E+002	3.83312E+002	7.21702E+002	1.00650E+002	3.16172E+001	3.11289E+001
4.46303E+002	4.42885E+002	5.51286E+002	6.40278E+001	-2.48421E+001	5.55437E+000
4.69741E+002	3.73547E+002	6.91427E+002	-1.51982E+001	-8.60012E+001	-3.35704E+000
5.19059E+002	2.35847E+002	9.06766E+002	-4.98672E+001	-1.02176E+002	-1.46489E+000
6.27949E+002	2.66121E+002	8.84304E+002	-9.58281E+000	-8.62453E+001	9.39970E+000
5.94256E+002	2.90536E+002	7.33421E+002	2.11798E+001	-6.84225E+001	9.27763E+000
5.73260E+002	2.56844E+002	7.02170E+002	4.02844E+000	-6.25629E+001	1.58696E+001
6.40645E+002	2.34870E+002	7.14866E+002	-1.51982E+001	-5.52995E+001	3.07627E+001
6.68477E+002	1.73833E+002	6.95822E+002	-7.26341E+000	-6.34175E+001	3.72326E+001
7.82250E+002	2.05084E+002	5.68865E+002	1.47710E+001	-6.98874E+001	3.91858E+001
8.46217E+002	2.12409E+002	5.14664E+002	1.16581E+001	-7.50145E+001	4.97452E+001
9.34599E+002	2.30476E+002	5.49333E+002	6.16474E+000	-8.41700E+001	4.85244E+001
8.76492E+002	1.69927E+002	4.78042E+002	1.26347E+001	-6.80563E+001	2.52083E+001
9.10672E+002	1.02542E+002	3.74523E+002	1.44658E+001	-6.15253E+001	2.10578E+001
9.33134E+002	4.39467E+001	4.02356E+002	1.76397E+001	-6.29292E+001	4.20545E+001
9.49736E+002	4.83413E+001	3.30088E+002	2.52083E+001	-4.51064E+001	5.74969E+001
9.62920E+002	1.38676E+002	3.11045E+002	3.23496E+001	-3.74157E+001	4.90738E+001
9.72198E+002	1.74322E+002	2.08014E+002	4.06507E+001	-3.69274E+001	2.24616E+001
9.71221E+002	1.42582E+002	1.32817E+002	2.52693E+001	-4.95621E+001	-9.76592E-001
9.48759E+002	1.13773E+002	7.81274E+001	2.22175E+001	-7.19016E+001	-5.12711E+000
9.78057E+002	3.17392E+001	1.32817E+002	-4.76089E+000	-8.08130E+001	2.13630E+000
9.95148E+002	-8.30103E+001	2.24616E+002	-1.23905E+001	-5.07218E+001	2.23395E+001
1.00882E+003	9.76592E-001	8.78933E+001	3.36924E+001	-2.42927E+001	1.89825E+001
1.02542E+003	-1.46489E+000	1.61138E+001	5.48723E+001	-1.87384E+001	6.59200E+000
1.02347E+003	4.24818E+001	-8.44752E+001	3.79040E+001	-9.46074E+000	-2.68563E+000
9.65361E+002	-2.58797E+001	3.90637E+000	1.52593E+000	-1.64800E+001	-8.11792E+000
1.01859E+003	-2.83212E+001	9.91241E+001	-1.08036E+001	-1.48320E+001	9.03348E+000
1.11087E+003	5.56658E+001	-3.12510E+001	-9.15555E+000	8.54518E-001	1.92877E+001
9.94171E+002	8.30103E+000	4.83413E+001	-2.13630E+000	-7.20237E+000	-1.68462E+001
9.41435E+002	7.81274E+000	1.26957E+001	2.74667E+000	-3.47911E+000	-1.69683E+001
9.71221E+002	2.09967E+001	-3.90637E+000	3.72326E+000	-6.53096E+000	-3.29600E+000
9.41923E+002	-4.39467E+000	-1.46489E+000	-5.49333E-001	-1.17801E+001	4.63881E+000
1.05325E+003	4.05286E+001	-2.83212E+001	5.49333E-001	-1.45878E+001	8.60622E+000
1.00638E+003	1.22074E+001	-3.85754E+001	-3.54015E+000	-1.58086E+001	-2.25837E+000
1.00882E+003	1.56255E+001	-7.47093E+001	-1.34281E+000	-2.07526E+001	-5.98163E+000
1.00296E+003	6.34785E+000	-8.15455E+001	-7.01926E+000	-2.48421E+001	-5.31022E+000
1.04105E+003	2.58797E+001	-4.93179E+001	-1.68462E+001	-2.23395E+001	6.95822E+000
9.70244E+002	3.90637E+001	-4.39467E+001	-1.86773E+001	-1.16581E+001	2.99081E+000
9.71709E+002	1.90435E+001	-3.51573E+001	-7.32444E+000	6.10370E-002	-8.17896E+000
9.74639E+002	2.49031E+001	-8.15455E+001	5.61541E+000	1.49541E+001	-6.65304E+000
9.34111E+002	3.75988E+001	-1.25004E+002	1.37944E+001	1.25736E+001	-8.30103E+000
9.54131E+002	2.83212E+001	-5.61541E+001	-1.15970E+000	1.12918E+001	-2.19733E+000
1.05033E+003	4.49232E+001	4.24818E+001	-1.18412E+001	3.07627E+001	-1.28178E+000
1.01956E+003	1.31840E+001	1.22074E+001	-6.71407E-001	6.51875E+001	-1.66631E+001
9.51201E+002	6.20136E+001	-7.76391E+001	2.49031E+001	5.48112E+001	-2.67953E+001
9.70244E+002	1.25492E+002	4.98062E+001	5.49333E+000	2.25227E+001	-2.56355E+001
9.86358E+002	1.01566E+002	2.04108E+002	-1.17801E+001	2.23395E+001	-2.58187E+001
9.89288E+002	1.07913E+002	1.86529E+002	8.48415E+000	4.48622E+001	-2.44758E+001
9.71221E+002	1.45024E+002	1.25492E+002	2.95419E+001	5.99994E+001	-2.11798E+001
9.74639E+002	1.62114E+002	1.13773E+002	2.66732E+001	5.36515E+001	-1.67241E+001
9.99542E+002	2.05084E+002	1.89947E+002	8.30103E+000	4.14441E+001	-1.42827E+001
9.68780E+002	1.97760E+002	3.19346E+002	-1.20853E+001	4.82803E+001	-2.09967E+001
9.47295E+002	1.87017E+002	4.24818E+002	-1.64190E+001	7.81884E+001	-2.27668E+001
9.05301E+002	2.00201E+002	4.34095E+002	-2.80770E+000	1.11881E+002	-2.17902E+001
9.02371E+002	2.30964E+002	4.72671E+002	7.93481E-001	1.33061E+002	-2.07526E+001
6.48457E+002	1.75298E+002	4.94644E+002	-5.24918E+000	1.41240E+002	-1.89215E+001
7.74926E+002	2.97372E+002	5.42009E+002	-2.04474E+001	1.14200E+002	6.22578E+000
7.72973E+002	2.12409E+002	7.91040E+002	-4.46181E+001	8.56960E+001	-5.49333E+000
6.47481E+002	1.76275E+002	7.91040E+002	-2.44148E+000	7.10471E+001	-1.99591E+001
6.23066E+002	2.63680E+002	6.22089E+002	1.60527E+001	6.25019E+001	-1.86773E+001
5.15641E+002	2.59774E+002	6.13788E+002	-2.18513E+001	4.15662E+001	-1.89825E+001
5.25895E+002	1.67486E+002	8.17408E+002	-6.72018E+001	1.59917E+001	-7.26341E+000
5.00504E+002	1.12796E+002	8.67214E+002	-7.20847E+001	1.51982E+001	7.38548E+000
5.38591E+002	1.04984E+002	8.66726E+002	-6.02435E+001	1.40996E+001	1.69073E+001
5.56658E+002	5.76189E+001	9.66826E+002	-7.86157E+001	3.83923E+001	2.60018E+001
4.06262E+002	-2.24616E+001	1.05081E+003	-4.95010E+001	3.51573E+001	2.02033E+001
4.09192E+002	-2.68563E+001	9.58525E+002	1.60527E+001	1.83111E-001	2.17902E+001
5.95233E+002	8.34986E+001	8.77956E+002	2.83212E+001	-6.04266E+000	2.63070E+001
5.82049E+002	5.22477E+001	8.40358E+002	3.90637E+000	-9.64385E+000	4.27259E-001
5.71306E+002	2.83212E+001	8.90164E+002	-2.24006E+001	-1.40385E+001	-1.80059E+001
5.20524E+002	-1.61138E+001	8.39381E+002	-3.80871E+001	-2.01422E+000	-2.39875E+001
4.77065E+002	-3.75988E+001	8.53053E+002	-3.42418E+001	2.31941E+000	-2.04474E+001
4.94156E+002	-4.88296E+001	8.52565E+002	-2.46590E+001	3.66222E-001	-9.46074E+000
5.21500E+002	-4.00403E+001	8.23756E+002	-2.09357E+001	-5.49333E-001	-3.17392E+000
4.77065E+002	-3.56456E+001	7.58324E+002	-4.25428E+001	8.60622E+000	-4.45570E+000
4.64370E+002	-1.02054E+002	8.15455E+002	-7.58690E+001	7.20237E+000	-5.37126E+000
4.46303E+002	-1.90924E+002	8.88211E+002	-7.43431E+001	-3.29600E+000	-8.42311E+000
5.13199E+002	-2.22175E+002	9.06278E+002	-4.42518E+001	-1.81280E+001	-1.51982E+001
5.69842E+002	-1.94342E+002	8.34986E+002	-2.87484E+001	-1.55644E+001	-1.54424E+001
5.58123E+002	-2.08502E+002	8.24244E+002	-3.50963E+001	-1.71514E+001	-2.31330E+001
6.15741E+002	-1.82134E+002	8.62819E+002	-6.05487E+001	-4.21155E+000	-3.00913E+001
5.44939E+002	-2.81259E+002	8.15455E+002	-9.93072E+001	3.13730E+001	-3.82092E+001
4.74136E+002	-4.31654E+002	8.42799E+002	-9.71099E+001	3.26548E+001	-3.07016E+001
4.72671E+002	-4.50697E+002	8.46217E+002	-3.38755E+001	-2.92978E+000	-1.85553E+001
5.45427E+002	-3.94543E+002	7.92505E+002	3.07627E+001	-3.82702E+001	-8.72829E+000
5.53728E+002	-3.37413E+002	6.97287E+002	3.78430E+001	-3.97351E+001	7.56859E+000
6.08417E+002	-2.73446E+002	6.68966E+002	2.42317E+001	-4.16272E+001	1.98370E+001
7.65648E+002	-1.98737E+002	8.07642E+002	5.67644E+000	-3.08237E+001	1.38554E+001
7.25120E+002	-2.43171E+002	7.77856E+002	-2.31330E+001	3.19224E+001	1.77007E+000
5.24918E+002	-3.35948E+002	7.72485E+002	-2.04474E+001	5.27970E+001	-9.94903E+000
5.85467E+002	-3.20811E+002	8.35475E+002	6.71407E+000	4.32752E+001	1.28178E+000
5.05387E+002	-3.39366E+002	8.65261E+002	7.20237E+000	7.02536E+001	1.24516E+001
4.31166E+002	-3.27647E+002	8.55495E+002	8.36207E+000	8.82595E+001	2.24006E+001
3.82336E+002	-3.13974E+002	8.55495E+002	2.07526E+000	9.64995E+001	2.61238E+001
3.28623E+002	-2.48054E+002	7.72973E+002	-1.28788E+001	9.39360E+001	2.74056E+001
2.79305E+002	-3.59874E+002	9.56084E+002	-2.08136E+001	5.85955E+001	1.06204E+001
2.27546E+002	-4.15540E+002	1.00003E+003	-2.19733E+001	6.95822E+001	1.78228E+001
1.58696E+002	-3.78430E+002	9.30204E+002	-3.41807E+000	7.29392E+001	2.41096E+001
1.25492E+002	-3.86242E+002	9.51689E+002	4.88296E-001	6.65914E+001	2.24616E+001
3.90637E+001	-3.91125E+002	9.38017E+002	-2.61238E+001	9.31425E+001	3.39976E+001
-4.34584E+001	-4.27259E+002	9.84405E+002	-3.39366E+001	9.41801E+001	3.67443E+001
-1.05960E+002	-4.43373E+002	9.42900E+002	-1.77007E+001	9.13114E+001	2.58797E+001
-2.44148E+002	-4.89761E+002	9.09696E+002	-3.54015E+000	8.10572E+001	2.17292E+001
-2.99814E+002	-4.71206E+002	8.81863E+002	-1.73956E+001	9.38749E+001	4.37025E+001
-2.93954E+002	-3.92102E+002	9.01883E+002	-2.51473E+001	1.03153E+002	6.09760E+001
-4.30677E+002	-4.23841E+002	8.12525E+002	-2.15461E+001	1.13590E+002	5.63372E+001
-5.18082E+002	-3.83312E+002	7.41722E+002	-2.42927E+001	1.24027E+002	6.61641E+001
-5.56658E+002	-3.19834E+002	6.52364E+002	-3.25938E+001	1.16886E+002	6.97043E+001
-6.43086E+002	-3.64757E+002	6.35762E+002	-2.86264E+001	1.04068E+002	6.42109E+001
-8.11548E+002	-3.81359E+002	5.46403E+002	-4.21155E+001	1.19694E+002	7.04978E+001
-8.48170E+002	-3.33506E+002	5.10758E+002	-3.96130E+001	1.07547E+002	7.53807E+001
-9.13114E+002	-2.43171E+002	3.38389E+002	-3.17392E+001	1.03092E+002	6.95212E+001
-9.82452E+002	-2.53914E+002	2.58797E+002	-3.37535E+001	8.68557E+001	5.79241E+001
-1.00638E+003	-2.35847E+002	2.59285E+002	-3.27158E+001	6.78732E+001	5.65203E+001
-9.74151E+002	-1.68950E+002	2.24616E+002	-2.46590E+001	5.48112E+001	5.69475E+001
-9.85382E+002	-1.25492E+002	1.93854E+002	-1.80059E+001	3.97351E+001	4.84634E+001
-9.92706E+002	-1.18168E+002	1.81158E+002	-1.48320E+001	2.91147E+001	4.24818E+001
-1.01028E+003	-1.15726E+002	1.91900E+002	-1.77618E+001	2.85043E+001	4.03455E+001
-1.02103E+003	-6.05487E+001	1.03030E+002	-1.44047E+001	3.41197E+001	4.05896E+001
-9.90265E+002	-2.44148E+001	1.22074E+002	-1.68462E+001	2.77718E+001	3.79650E+001
-1.01077E+003	-2.09967E+001	1.07913E+002	-1.33061E+001	2.60018E+001	3.25327E+001
-1.01224E+003	1.85553E+001	3.75988E+001	-1.32450E+001	3.61950E+001	3.18003E+001
-1.00296E+003	5.32243E+001	-7.32444E+000	-2.36824E+001	4.66933E+001	3.23496E+001
-1.00198E+003	5.66424E+001	-7.32444E+000	-2.61849E+001	3.90637E+001	2.80770E+001
-9.66826E+002	8.25220E+001	2.73446E+001	-1.31840E+001	1.35502E+001	1.86773E+001
-9.76104E+002	1.41118E+002	-7.86157E+001	8.30103E+000	-2.01422E+000	2.07526E+000
-1.02738E+003	9.27763E+001	-2.97861E+001	6.10370E+000	-1.56255E+001	-1.00101E+001
-1.01859E+003	7.76391E+001	-9.76592E-001	-8.54518E-001	-1.33061E+001	-4.02844E+000
-9.99054E+002	7.56859E+001	3.12510E+001	-1.01321E+001	-2.38044E+000	1.58696E+000
-1.02445E+003	6.20136E+001	1.02542E+001	-1.02542E+001	6.77511E+000	3.05185E-001
-1.00443E+003	9.66826E+001	-1.51372E+001	-1.89215E+001	1.45878E+001	2.62459E+000
-9.77569E+002	8.88699E+001	8.78933E+000	-3.70495E+001	2.47810E+001	-1.22074E-001
-9.69756E+002	8.00806E+001	-2.05084E+001	-5.18204E+001	4.75478E+001	-5.06607E+000
-1.00052E+003	2.53914E+001	5.37126E+000	-3.02744E+001	2.93588E+001	-1.99591E+001
-1.04740E+003	2.44148E+001	-1.31840E+002	-9.82696E+000	3.30210E+001	-1.99591E+001
-9.95148E+002	4.44349E+001	-1.12796E+002	-1.50761E+001	3.65001E+001	-8.24000E+000
-9.59990E+002	6.25019E+001	-1.38676E+002	-1.61138E+001	4.98672E+001	-6.59200E+000
-9.92218E+002	4.93179E+001	-2.56355E+002	-1.28178E+001	5.87786E+001	-1.03153E+001
-9.50713E+002	4.10169E+001	-2.07038E+002	-1.28788E+001	5.31632E+001	-6.89718E+000
-9.28739E+002	3.46690E+001	-2.54402E+002	-1.24516E+001	7.44041E+001	-3.66222E-001
-9.37529E+002	2.97861E+001	-3.77453E+002	-1.20243E+001	9.05789E+001	4.39467E+000
-8.91629E+002	9.22880E+001	-4.95132E+002	-2.08747E+001	8.95413E+001	1.25736E+001
-8.63308E+002	8.44752E+001	-5.05387E+002	-1.59307E+001	5.86566E+001	4.08948E+000
-8.13501E+002	1.28910E+002	-5.41032E+002	-4.82192E+000	3.14341E+001	-1.37333E+001
-9.41923E+002	9.76592E-001	-5.94745E+002	1.36113E+001	-5.24918E+000	-4.91958E+001
-1.00638E+003	-7.47093E+001	-5.91815E+002	-9.82696E+000	-2.79550E+001	-4.95010E+001
-9.47295E+002	-5.71306E+001	-4.06751E+002	-2.85043E+001	-4.67544E+001	-3.36924E+001
-9.16044E+002	-3.66222E+001	-3.40831E+002	-1.46489E+001	-3.94910E+001	-3.65001E+001
-9.54619E+002	-9.22880E+001	-3.62316E+002	5.67644E+000	-3.08237E+001	-5.37736E+001
-1.00882E+003	-1.47954E+002	-4.22864E+002	2.35603E+001	-3.13730E+001	-6.46992E+001
-9.93194E+002	-1.70415E+002	-4.37513E+002	2.30720E+001	-4.24207E+001	-6.07929E+001
-9.31181E+002	-1.88971E+002	-3.18369E+002	4.39467E+000	-4.86465E+001	-5.51775E+001
-9.07254E+002	-1.94830E+002	-2.64168E+002	6.10370E-002	-4.32142E+001	-5.43229E+001
-8.70632E+002	-1.98737E+002	-2.58797E+002	7.69066E+000	-4.35804E+001	-6.20136E+001
-8.83328E+002	-3.18857E+002	-1.86529E+002	1.12918E+001	-4.46181E+001	-7.66625E+001
-9.19462E+002	-4.22376E+002	-1.96295E+002	8.24000E+000	-3.67443E+001	-7.59301E+001
-8.90652E+002	-4.33119E+002	-1.34281E+002	1.09867E+000	-3.49132E+001	-6.06708E+001
-8.05200E+002	-3.96008E+002	-1.20121E+002	1.34281E+000	-2.53304E+001	-5.06607E+001
-7.40745E+002	-4.47279E+002	-8.93582E+001	-3.96741E+000	-1.39164E+001	-6.03656E+001
-7.65160E+002	-6.40156E+002	-5.12711E+001	-1.83111E+000	1.40385E+000	-7.61132E+001
-8.13013E+002	-6.54805E+002	-1.55278E+002	1.86773E+001	1.43437E+001	-7.45262E+001
