A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
1.07620E+003	-1.27445E+002	6.81173E+002	4.63881E+000	-1.96600E+002	-1.94098E+001
8.51588E+002	-4.44349E+001	4.23841E+002	1.77007E+001	-4.07117E+001	-2.67953E+001
9.19462E+002	-5.95721E+001	4.84878E+002	1.44658E+001	1.18351E+002	-7.08029E+000
1.17826E+003	-8.44752E+001	5.97674E+002	2.47810E+001	2.85226E+002	1.37944E+001
1.26859E+003	-7.51976E+001	5.81561E+002	4.43129E+001	4.51735E+002	3.17392E+001
5.44450E+002	2.53914E+001	3.50597E+002	4.84024E+001	5.34379E+002	1.93487E+001
6.29902E+001	8.78933E+000	5.89862E+002	9.27763E+000	5.48906E+002	2.96640E+001
-3.83312E+002	-6.83615E+000	6.56270E+002	7.56859E+000	5.05387E+002	2.69173E+001
-9.17508E+002	-7.81274E+000	6.04511E+002	3.22886E+001	3.52977E+002	-4.21155E+000
-1.04447E+003	8.83816E+001	4.66323E+002	2.56355E+001	1.97394E+002	-3.41807E+000
-1.03763E+003	1.31840E+001	8.10083E+002	-1.92877E+001	6.29902E+001	-3.54015E+000
-9.43876E+002	-1.04495E+002	8.03247E+002	-3.10068E+001	-7.73949E+001	-9.03348E+000
-6.50410E+002	-1.52348E+002	7.08029E+002	-4.00403E+001	-2.52266E+002	-1.44658E+001
-3.02744E+001	-1.91412E+002	9.80499E+002	-5.44450E+001	-3.95642E+002	-2.09357E+001
1.46489E+001	-1.51372E+002	1.22025E+003	-3.44859E+001	-4.61074E+002	-4.87075E+001
2.92978E+001	-3.66222E+001	8.89676E+002	2.31330E+001	-5.38347E+002	-7.83105E+001
4.36537E+002	2.88095E+001	5.84002E+002	2.36213E+001	-5.11856E+002	-4.58998E+001
6.68477E+002	-3.85754E+001	6.55293E+002	-7.32444E+000	-3.81787E+002	-4.82192E+000
9.78545E+002	-1.01077E+002	7.63207E+002	-2.14240E+001	-2.28950E+002	2.03253E+001
1.03812E+003	-8.98465E+001	7.08029E+002	-6.77511E+000	-1.12064E+002	-5.85955E+000
8.69655E+002	-7.22678E+001	6.30390E+002	1.12918E+001	1.50761E+001	-3.06406E+001
1.02542E+003	-3.95520E+001	4.51186E+002	2.67953E+001	1.58696E+002	-2.44758E+001
9.76592E+002	-6.44551E+001	6.69942E+002	2.44148E+001	3.27586E+002	1.64800E+000
1.14408E+003	4.98062E+001	5.10269E+002	3.22886E+001	4.96536E+002	5.51775E+001
3.12510E+002	-2.83212E+001	6.51387E+002	1.97760E+001	5.37126E+002	3.24107E+001
-1.59673E+002	-2.39265E+001	7.25608E+002	2.06305E+001	4.79507E+002	3.08237E+001
-5.70818E+002	-2.44148E+001	7.71508E+002	1.55644E+001	4.01868E+002	3.08847E+001
-7.82739E+002	2.73446E+001	7.13889E+002	2.50862E+001	2.68807E+002	1.08036E+001
-8.12525E+002	5.42009E+001	7.05100E+002	1.27567E+001	1.72674E+002	2.74667E+000
-1.01517E+003	-1.66021E+001	8.39381E+002	-8.17896E+000	8.78323E+001	-8.30103E+000
-9.46806E+002	4.39467E+000	6.14277E+002	-1.09867E+000	-2.52083E+001	-1.31230E+001
-9.36064E+002	5.71306E+001	3.25694E+002	-1.57476E+001	-1.61321E+002	-2.58187E+001
-4.38978E+002	-8.00806E+001	7.77367E+002	-6.49434E+001	-3.19346E+002	-2.14850E+001
1.98737E+002	-2.42195E+002	1.20463E+003	-7.14133E+001	-4.57045E+002	-3.13730E+001
-1.07425E+001	-9.13114E+001	1.03958E+003	-1.25736E+001	-5.55376E+002	-8.94192E+001
3.47667E+002	-6.34785E+000	6.34785E+002	2.06915E+001	-5.63738E+002	-8.19117E+001
5.93768E+002	-7.47093E+001	8.60866E+002	-2.06305E+001	-3.90271E+002	-2.94809E+001
8.01782E+002	-6.64083E+001	7.43675E+002	-1.50151E+001	-2.52327E+002	-1.44658E+001
8.91629E+002	-3.61339E+001	5.73260E+002	-6.10370E+000	-1.41484E+002	-2.07526E+001
9.18485E+002	-5.42009E+001	6.23554E+002	-1.46489E+000	-5.73748E+000	-1.88604E+001
9.86847E+002	-7.95923E+001	5.69842E+002	2.12409E+001	1.41057E+002	-1.59917E+001
1.05911E+003	-7.95923E+001	7.55882E+002	3.14341E+001	3.06406E+002	8.05689E+000
8.31568E+002	5.17594E+001	4.88784E+002	4.14441E+001	4.84085E+002	4.48622E+001
3.79894E+002	-1.80670E+001	7.09006E+002	1.14139E+001	5.33952E+002	6.06098E+001
-1.35258E+002	2.00201E+001	6.68966E+002	1.62969E+001	4.90738E+002	4.85244E+001
-5.17106E+002	-3.02744E+001	7.37327E+002	1.93487E+001	3.89904E+002	1.51982E+001
-9.64385E+002	1.31840E+001	6.29414E+002	1.23905E+001	2.81686E+002	5.37126E+000
-8.73562E+002	-4.24818E+001	8.80398E+002	-6.83615E+000	1.54302E+002	9.58281E+000
-9.27763E+002	-6.00604E+001	9.07254E+002	-4.88296E-001	1.81890E+001	-1.39775E+001
-8.36451E+002	-1.02054E+002	7.79809E+002	-1.46489E+001	-9.58892E+001	-1.59917E+001
-6.24042E+002	-1.04984E+002	6.27461E+002	-3.53404E+001	-2.35176E+002	-2.53304E+001
-3.08603E+002	-1.24027E+002	8.84304E+002	-5.63372E+001	-3.76720E+002	-4.12000E+001
1.62603E+002	-1.48930E+002	1.08011E+003	-5.03555E+001	-4.90249E+002	-4.68764E+001
5.06363E+002	-7.71508E+001	8.34986E+002	-8.60622E+000	-5.61235E+002	-6.80563E+001
6.62130E+002	-6.20136E+001	7.65160E+002	-1.76397E+001	-4.49965E+002	-5.31022E+001
4.34095E+002	-8.10572E+001	7.04123E+002	-2.99692E+001	-3.11777E+002	-3.56456E+001
9.74639E+002	-1.62114E+002	8.65749E+002	-2.08136E+001	-2.24555E+002	-2.22175E+001
7.42210E+002	-1.05960E+002	6.04511E+002	6.95822E+000	-7.92871E+001	-3.14951E+001
9.99054E+002	-7.37327E+001	5.98651E+002	1.28178E+001	5.93890E+001	-1.79449E+001
1.09037E+003	-7.08029E+001	6.11835E+002	2.97861E+001	2.05634E+002	-2.08747E+001
1.01321E+003	-1.47954E+002	6.40645E+002	4.62050E+001	3.58409E+002	-9.94903E+000
5.17594E+002	7.12912E+001	3.73058E+002	5.06607E+001	4.84268E+002	1.75787E+001
1.92877E+002	1.35258E+002	6.50410E+002	1.35502E+001	5.16556E+002	4.62050E+001
-1.37700E+002	4.05286E+001	8.83328E+002	-7.75170E+000	5.09720E+002	6.21967E+001
-6.18183E+002	-2.09967E+001	7.58324E+002	1.46489E+001	4.17554E+002	3.24107E+001
-1.10257E+003	8.30103E+000	6.72384E+002	3.35704E+001	2.63558E+002	-5.06607E+000
-1.01663E+003	4.10169E+001	7.78344E+002	1.42827E+001	1.35929E+002	6.65304E+000
-9.29228E+002	2.88095E+001	8.70632E+002	9.21659E+000	1.12308E+001	-7.99585E+000
-8.53542E+002	5.07828E+001	6.46504E+002	-1.15970E+000	-7.67846E+001	-1.48930E+001
-7.03146E+002	5.95721E+001	5.07340E+002	-3.38755E+001	-1.63945E+002	-2.19733E+001
-7.58812E+002	-5.95721E+001	7.11447E+002	-6.28071E+001	-2.98593E+002	-4.21766E+001
-2.79305E+002	-1.36723E+002	1.00198E+003	-5.43840E+001	-4.57595E+002	-3.53404E+001
1.99713E+002	5.37126E+000	7.32444E+002	-9.70489E+000	-5.62395E+002	-4.63881E+001
6.24531E+002	-2.09967E+001	6.74825E+002	9.15555E+000	-5.91998E+002	-7.10471E+001
7.23655E+002	-1.17191E+002	8.65261E+002	-1.95318E+000	-4.57472E+002	-6.00604E+001
7.33909E+002	-2.68563E+001	6.67989E+002	1.09256E+001	-3.14585E+002	-4.10779E+001
9.46318E+002	2.88095E+001	5.66912E+002	3.96741E+000	-1.70354E+002	-1.78228E+001
9.35087E+002	4.93179E+001	4.73647E+002	-3.05185E-001	-4.76089E+000	-1.06815E+001
1.00589E+003	3.46690E+001	5.27848E+002	6.40889E+000	1.29276E+002	-1.35502E+001
1.21928E+003	5.81072E+001	4.64858E+002	2.02033E+001	2.72469E+002	-1.17801E+001
9.93194E+002	1.23051E+002	4.77554E+002	9.27763E+000	4.42824E+002	2.19733E+000
4.24329E+002	1.43071E+002	4.38490E+002	-1.26957E+001	5.81072E+002	3.28990E+001
8.78933E+001	3.71105E+001	5.97186E+002	-3.56456E+001	6.06098E+002	5.16373E+001
-8.38404E+002	-3.85754E+001	6.15253E+002	-2.49641E+001	5.16984E+002	2.49031E+001
-9.10672E+002	-2.11432E+002	1.01419E+003	-2.13630E+000	3.19712E+002	6.59200E+000
-9.83428E+002	-1.07913E+002	8.11548E+002	3.16172E+001	1.72308E+002	-6.46992E+000
-9.69268E+002	-6.44551E+001	8.44752E+002	9.64385E+000	8.86868E+001	1.64800E+000
-9.84893E+002	-2.39265E+001	6.58223E+002	4.39467E+000	-1.59307E+001	-2.19733E+000
-9.10184E+002	-3.75988E+001	4.01868E+002	-1.10477E+001	-1.49480E+002	-5.61541E+000
-6.80197E+002	-1.23051E+002	6.89474E+002	-4.71816E+001	-3.32896E+002	-9.21659E+000
-3.32530E+002	-6.98263E+001	8.42311E+002	-3.22886E+001	-4.89639E+002	-1.33671E+001
2.28034E+002	-2.19733E+001	4.43373E+002	1.95318E+001	-6.46504E+002	-3.33262E+001
1.19095E+003	1.85553E+001	4.89273E+002	1.57476E+001	-6.60665E+002	-2.86264E+001
7.30491E+002	-1.95318E+000	7.82250E+002	-2.92978E+001	-4.52101E+002	-3.47301E+001
1.01370E+003	2.29499E+001	5.86932E+002	-1.16581E+001	-3.22336E+002	-1.22074E+001
1.02786E+003	1.46489E+001	5.12223E+002	-1.11698E+001	-2.20710E+002	-2.17902E+001
9.13114E+002	4.15052E+001	3.77941E+002	-5.73748E+000	-1.09439E+002	-2.62459E+001
1.20121E+003	-3.90637E+000	4.91226E+002	-1.70904E+000	2.86874E+001	-1.95929E+001
1.19779E+003	-3.22275E+001	3.21787E+002	3.02744E+001	2.00507E+002	-4.36415E+001
1.20560E+003	1.31840E+002	6.54317E+001	4.12610E+001	3.64086E+002	-4.22376E+001
1.02835E+003	1.74810E+002	2.81259E+002	-1.70904E+000	5.19547E+002	-3.35704E+000
3.59386E+002	2.12409E+002	2.90048E+002	-2.42317E+001	6.29292E+002	3.03964E+001
-2.59774E+002	1.15238E+002	6.25507E+002	-5.37126E+001	6.21601E+002	4.04065E+001
-4.64858E+002	-8.25220E+001	9.12626E+002	-4.71206E+001	5.14115E+002	3.52184E+001
-1.00784E+003	-1.85553E+002	8.93094E+002	1.70904E+001	3.12876E+002	-1.52593E+001
-1.13773E+003	4.39467E+000	4.59487E+002	4.98672E+001	1.54241E+002	-2.22785E+001
-9.79522E+002	-1.46489E+000	7.09983E+002	-2.44148E-001	6.15253E+001	-7.26341E+000
-1.04691E+003	-1.41606E+001	6.23066E+002	-8.30103E+000	-4.78530E+001	-1.01932E+001
-8.47682E+002	1.90435E+001	2.21686E+002	-2.10578E+001	-2.13874E+002	2.19733E+000
-1.11332E+002	-2.19245E+002	9.12137E+002	-8.28272E+001	-4.19019E+002	6.46992E+000
9.66826E+001	-1.22074E+002	1.19095E+003	-5.13932E+001	-5.54033E+002	-2.67953E+001
2.91025E+002	-2.14850E+001	5.43474E+002	2.86264E+001	-7.06198E+002	-8.18506E+001
1.12601E+003	2.00201E+001	5.24918E+002	9.03348E+000	-6.81417E+002	-5.85345E+001
6.65548E+002	-3.12510E+001	7.08518E+002	-2.75887E+001	-4.48073E+002	-2.74056E+001
1.18949E+003	2.24616E+001	3.89660E+002	-3.66222E-001	-2.77535E+002	1.84332E+001
1.23002E+003	3.61339E+001	2.92001E+002	-9.76592E+000	-1.34037E+002	1.22074E+000
9.24345E+002	-2.09967E+001	2.54891E+002	-3.90637E+000	-3.47301E+001	-3.83312E+001
1.06693E+003	-4.39467E+001	3.40831E+002	2.44148E-001	9.94293E+001	-2.71615E+001
1.30082E+003	4.88296E-001	1.99713E+002	2.81991E+001	2.83334E+002	-1.93487E+001
9.99542E+002	7.32444E+001	-1.95318E+000	3.36924E+001	4.40748E+002	-1.91046E+001
8.10083E+002	8.34986E+001	4.79507E+002	-2.74667E+000	5.09049E+002	8.66726E+000
6.58712E+002	1.05472E+002	4.87320E+002	-3.11289E+000	5.94562E+002	4.22376E+001
-2.89560E+002	9.96124E+001	4.68764E+002	-1.31840E+001	5.86016E+002	1.89215E+001
-6.82150E+002	1.17191E+001	6.60665E+002	-2.27058E+001	4.66079E+002	-1.58696E+000
-7.44652E+002	-1.42094E+002	9.27274E+002	-1.66631E+001	3.30210E+002	-1.34281E+001
-1.08499E+003	-1.21586E+002	8.39869E+002	1.67241E+001	1.67669E+002	-3.96130E+001
-1.30766E+003	-7.71508E+001	6.94357E+002	2.37434E+001	1.03153E+001	-3.27769E+001
-1.14798E+003	-4.73647E+001	3.83312E+002	6.28681E+000	-1.49419E+002	-6.04266E+000
-4.99527E+002	-2.13385E+002	6.48946E+002	-5.56658E+001	-3.04025E+002	2.36213E+001
-2.52449E+002	-2.44636E+002	1.10111E+003	-6.14643E+001	-4.60768E+002	4.94400E+000
2.39265E+002	-2.68563E+001	8.54518E+002	9.46074E+000	-5.97736E+002	-2.97250E+001
4.47279E+002	1.21586E+002	2.39753E+002	3.63170E+001	-6.75802E+002	-6.65304E+001
1.07474E+003	-3.12510E+001	4.79995E+002	-1.13529E+001	-6.18793E+002	-3.83312E+001
1.03763E+003	-4.34584E+001	5.21500E+002	-1.63579E+001	-4.07483E+002	-1.64190E+001
1.03714E+003	3.51573E+001	1.50884E+002	8.30103E+000	-2.71371E+002	-1.70293E+001
1.19291E+003	4.49232E+001	2.10944E+002	-5.92059E+000	-1.26225E+002	-3.66222E+000
1.27152E+003	3.17392E+001	2.05084E+002	-2.31941E+000	5.51164E+001	-1.46489E+001
1.13919E+003	-6.93381E+001	3.48155E+002	8.30103E+000	2.40303E+002	-3.02744E+001
1.16800E+003	9.61943E+001	1.18168E+002	2.55745E+001	4.52956E+002	6.10370E+000
9.10672E+002	8.64284E+001	2.22175E+002	6.22578E+000	5.79302E+002	2.31941E+001
3.85754E+002	1.17191E+001	4.63393E+002	-1.58696E+000	6.17817E+002	2.32551E+001
8.49635E+001	1.60161E+002	4.88296E+002	5.31022E+000	5.94134E+002	2.76498E+001
-5.73748E+002	8.49635E+001	6.32832E+002	6.89718E+000	4.98245E+002	-6.83615E+000
-8.19849E+002	-9.66826E+001	8.61843E+002	-2.62459E+000	3.86059E+002	-1.61748E+001
-1.22904E+003	-2.13874E+002	7.12912E+002	3.63170E+001	2.31269E+002	-4.77309E+001
-1.10990E+003	-2.00201E+001	4.47768E+002	4.04065E+001	1.14322E+002	-3.74767E+001
-1.13187E+003	4.63881E+001	5.67400E+002	1.83111E+000	1.15360E+001	-3.24107E+001
-1.36137E+003	-9.08231E+001	4.65835E+002	1.64800E+000	-1.68462E+002	-3.86975E+001
-6.20624E+002	-2.15339E+002	6.02069E+002	-1.50151E+001	-3.71044E+002	6.71407E+000
3.41807E+001	-1.78716E+002	7.76879E+002	-1.17801E+001	-5.04044E+002	1.21464E+001
-3.52550E+002	-3.46690E+001	7.18772E+002	5.04776E+001	-6.06769E+002	-2.34993E+001
6.48457E+002	7.76391E+001	-1.94342E+002	9.91241E+001	-6.83432E+002	1.63579E+001
1.45952E+003	1.09867E+002	6.04511E+002	-7.01926E+000	-5.72344E+002	2.33772E+001
6.67989E+002	3.12510E+001	4.72671E+002	-3.17392E+000	-3.91797E+002	-2.38655E+001
1.44243E+003	6.15253E+001	3.94543E+002	1.40385E+000	-2.86813E+002	1.79449E+001
1.35600E+003	5.46892E+001	3.52550E+002	-1.37944E+001	-1.01199E+002	-4.21155E+000
1.33354E+003	-4.63881E+001	4.04309E+002	1.15970E+000	6.15864E+001	-3.75988E+001
1.23783E+003	-1.05960E+002	5.64959E+002	1.33671E+001	2.75094E+002	-2.95419E+001
1.20121E+003	1.64068E+002	1.58696E+002	3.72326E+001	5.05387E+002	7.69066E+000
9.40458E+002	1.91412E+002	-3.71105E+001	1.52593E+001	6.19465E+002	3.84533E+000
9.37529E+001	2.08502E+002	2.14850E+002	-3.54625E+001	6.28925E+002	-3.29600E+000
-2.93954E+002	1.14261E+002	5.38591E+002	-6.18915E+001	5.61663E+002	5.06607E+000
-6.10370E+002	-1.81646E+002	9.23368E+002	-5.60320E+001	4.53749E+002	-1.34281E+001
-1.06058E+003	-3.49620E+002	1.11771E+003	-2.80770E+000	2.84310E+002	-3.68053E+001
-1.05960E+003	-2.42195E+002	7.29026E+002	3.65612E+001	1.59124E+002	-1.55644E+001
-1.14408E+003	-5.17594E+001	3.97473E+002	3.38755E+001	3.65612E+001	-1.84942E+001
-9.79522E+002	-3.51573E+001	4.24329E+002	-6.83615E+000	-9.54619E+001	-1.01932E+001
-5.30290E+002	-7.91040E+001	5.38102E+002	-4.01624E+001	-2.65877E+002	-2.44148E-001
-3.17881E+002	-2.33406E+002	1.13871E+003	-7.22068E+001	-4.07666E+002	1.02542E+001
-3.22764E+002	-1.76275E+002	8.72585E+002	-7.20237E+000	-5.41398E+002	8.30103E+000
3.47667E+002	-5.42009E+001	3.39854E+002	4.90738E+001	-6.63350E+002	-1.00711E+001
1.07572E+003	1.46001E+002	2.74422E+002	1.61748E+001	-6.69027E+002	-3.38145E+001
8.10572E+002	1.90435E+001	2.36824E+002	-1.14139E+001	-6.06525E+002	-5.79241E+001
1.72222E+003	-1.36723E+001	4.70717E+002	-1.79449E+001	-4.48439E+002	-6.83615E+000
1.08792E+003	-9.76592E-001	8.44752E+001	-5.31022E+000	-1.95074E+002	-3.54015E+001
1.18021E+003	6.88498E+001	3.90637E+000	-1.19633E+001	-1.61748E+001	-1.47099E+001
1.52641E+003	4.39467E+000	1.00589E+002	-5.12711E+000	1.52654E+002	-2.55135E+001
1.35160E+003	-1.76275E+002	8.30103E+000	2.23395E+001	3.49376E+002	-7.31834E+001
9.51689E+002	1.41118E+002	-1.48442E+002	1.40996E+001	5.66729E+002	-2.40486E+001
8.59401E+002	1.67974E+002	2.54891E+002	-2.70394E+001	6.72567E+002	2.68563E+001
3.87707E+002	2.72958E+002	1.75787E+002	-1.04984E+001	6.75497E+002	3.90637E+000
-3.39854E+002	1.75787E+002	5.70330E+002	-3.61339E+001	5.66546E+002	-1.70904E+001
-3.85266E+002	-4.88296E+000	7.34397E+002	-4.52895E+001	4.77676E+002	-1.15970E+000
-1.21342E+003	-2.50984E+002	7.47093E+002	-2.25837E+000	3.25205E+002	-5.41398E+001
-1.27006E+003	-1.89459E+002	5.95233E+002	2.89926E+001	1.67974E+002	-3.43028E+001
-1.00882E+003	-4.34584E+001	6.02557E+002	1.77618E+001	5.64592E+001	-7.93481E+000
-1.17826E+003	-7.95923E+001	5.58123E+002	9.58281E+000	-3.67443E+001	-1.64190E+001
-1.16556E+003	-1.25004E+002	4.08216E+002	7.14133E+000	-1.66265E+002	-3.54015E+000
-9.02371E+002	-1.03030E+002	4.05286E+002	-8.30103E+000	-3.50414E+002	1.20243E+001
-4.10169E+002	-2.07038E+002	6.80685E+002	-4.04065E+001	-5.06119E+002	5.17594E+001
3.12510E+002	2.53914E+001	5.25407E+002	1.67852E+001	-6.83248E+002	2.33161E+001
7.01193E+002	1.43071E+002	-4.93179E+001	7.03757E+001	-7.50023E+002	-2.64290E+001
1.20365E+003	1.11820E+002	3.41807E+002	-9.46074E+000	-6.15680E+002	-1.22074E-001
1.00247E+003	1.52837E+002	1.10355E+002	-1.80059E+001	-4.48012E+002	-4.76089E+000
1.37553E+003	5.66424E+001	1.24027E+002	-2.08747E+001	-3.36802E+002	7.20237E+000
1.31791E+003	3.02744E+001	1.44047E+002	-2.28278E+001	-1.54363E+002	2.19733E+000
1.23148E+003	2.73446E+001	7.47093E+001	-4.45570E+000	-7.93481E-001	-2.30720E+001
1.26225E+003	-4.15052E+001	2.61238E+002	5.18815E+000	1.74139E+002	-2.66121E+001
1.66753E+003	-2.29499E+001	6.39668E+001	4.07117E+001	3.86547E+002	-2.04474E+001
9.30692E+002	5.37126E+001	-2.63192E+002	4.54115E+001	5.35722E+002	-4.82192E+001
7.90551E+002	2.87606E+002	8.59401E+001	-1.65410E+001	6.14032E+002	4.76089E+000
4.23353E+002	2.35359E+002	2.85653E+002	-5.52385E+001	6.89108E+002	3.18613E+001
-3.74035E+002	1.41118E+002	3.72082E+002	-4.77920E+001	6.27033E+002	-5.61541E+000
-8.16919E+002	-1.11820E+002	7.99829E+002	-5.10880E+001	4.73159E+002	-2.85043E+001
-1.09769E+003	-3.03232E+002	1.07132E+003	-1.31840E+001	2.81869E+002	-4.03455E+001
-1.02347E+003	-2.05084E+002	6.83126E+002	3.14951E+001	1.49907E+002	-3.00913E+001
-1.01224E+003	-1.50884E+002	6.59200E+002	8.24000E+000	6.85446E+001	-1.87384E+001
-9.96124E+002	-1.48442E+002	6.67989E+002	-1.40385E+000	-1.85553E+001	-1.88604E+001
-1.21439E+003	-1.44536E+002	3.68175E+002	2.05084E+001	-1.45817E+002	-1.93487E+001
-1.05228E+003	-1.54302E+002	3.72570E+002	5.06607E+000	-3.39976E+002	1.81890E+001
-5.09781E+002	-2.13874E+002	2.31452E+002	6.59200E+000	-5.34135E+002	6.54317E+001
1.07913E+003	-2.09967E+001	4.76577E+002	6.22578E+000	-7.04611E+002	6.87887E+001
9.44365E+002	2.22663E+002	3.95032E+002	3.02744E+001	-7.10654E+002	-5.16373E+001
5.79119E+002	8.93582E+001	1.94342E+002	1.26957E+001	-6.27583E+002	-6.36006E+001
1.55718E+003	8.34986E+001	1.34770E+002	-3.84533E+000	-5.05020E+002	2.49031E+001
1.32426E+003	4.34584E+001	2.08991E+002	-4.32142E+001	-2.61361E+002	1.80670E+001
1.19877E+003	5.61541E+001	1.31840E+001	-1.58696E+001	-1.41240E+002	-9.76592E+000
1.28373E+003	1.01566E+002	1.05472E+002	-1.80670E+001	-1.79449E+001	-1.36113E+001
1.23051E+003	1.07425E+001	1.44536E+002	-5.79852E+000	1.13590E+002	-4.70595E+001
1.23783E+003	-1.31840E+001	7.12912E+001	1.94708E+001	2.83151E+002	-5.33464E+001
1.26322E+003	6.34785E+001	7.27561E+001	1.50151E+001	4.78347E+002	-1.64800E+001
9.90753E+002	1.92877E+002	-6.68966E+001	-3.60118E+000	6.15925E+002	9.94903E+000
3.99426E+002	3.00790E+002	1.46001E+002	-4.58388E+001	6.41316E+002	9.27763E+000
2.06549E+002	1.59673E+002	5.80584E+002	-6.90939E+001	5.89312E+002	1.15970E+001
-4.03333E+002	7.17795E+001	5.56169E+002	-5.95111E+001	5.22843E+002	-1.83111E+000
-9.05789E+002	-1.75787E+002	8.08618E+002	-4.03455E+001	3.64696E+002	-3.18003E+001
-1.19144E+003	-2.73446E+002	8.10572E+002	-5.85955E+000	2.15033E+002	-3.91858E+001
-1.08744E+003	-2.11921E+002	6.88498E+002	1.17191E+001	1.12674E+002	-2.52693E+001
-1.08451E+003	-1.62114E+002	5.95721E+002	8.36207E+000	2.74667E+001	-2.28889E+001
-1.11576E+003	-1.75787E+002	3.37413E+002	1.14750E+001	-9.23490E+001	-2.23395E+001
-9.81475E+002	-2.37800E+002	4.15052E+002	-1.07425E+001	-2.75094E+002	-5.06607E+000
-5.56169E+002	-2.91513E+002	7.92993E+002	-2.40486E+001	-4.44288E+002	3.65001E+001
2.96884E+002	-2.43171E+002	6.88498E+002	2.91147E+001	-5.93951E+002	5.98773E+001
9.35575E+002	2.40242E+002	4.54115E+002	7.03146E+001	-6.82394E+002	-6.40889E+000
1.86529E+002	1.15238E+002	4.36048E+002	3.94299E+001	-6.07013E+002	-6.97653E+001
1.22025E+003	7.86157E+001	2.26081E+002	2.13019E+001	-4.84390E+002	2.68563E+001
1.43901E+003	1.02542E+002	3.73547E+002	-2.17292E+001	-2.91574E+002	2.89926E+001
1.03519E+003	4.10169E+001	2.37800E+002	-1.06204E+001	-1.76702E+002	-2.05084E+001
1.14115E+003	5.71306E+001	3.31553E+002	-1.69073E+001	-4.06507E+001	8.91140E+000
1.28520E+003	6.39668E+001	2.39753E+002	-7.69066E+000	8.16065E+001	-1.01932E+001
1.19437E+003	-9.47295E+001	4.35560E+002	4.21155E+000	1.79815E+002	-5.77410E+001
1.17533E+003	2.92978E+001	2.55867E+002	1.97760E+001	3.62804E+002	-2.68563E+001
1.09427E+003	1.68950E+002	1.63091E+002	4.15052E+000	5.00076E+002	-3.05185E-001
5.40056E+002	1.52348E+002	2.30476E+002	-2.70394E+001	5.58794E+002	-1.06815E+001
1.02542E+002	1.45512E+002	5.55193E+002	-5.56047E+001	5.62151E+002	7.62963E+000
-1.60649E+002	5.66424E+001	7.05100E+002	-5.32243E+001	5.01785E+002	2.19733E+000
-5.46892E+002	-1.29398E+002	9.86358E+002	-4.38856E+001	4.04736E+002	-1.43437E+001
-9.29716E+002	-2.54402E+002	9.23368E+002	-2.62459E+000	2.82357E+002	-2.24616E+001
-8.75027E+002	-1.70904E+002	7.03635E+002	3.29600E+001	1.47465E+002	-2.55745E+001
-9.89776E+002	-1.14750E+002	5.26872E+002	2.69173E+001	6.84835E+001	-3.55235E+001
-1.27445E+003	-1.99713E+002	5.39567E+002	1.31840E+001	-2.53304E+001	-3.56456E+001
-1.27299E+003	-2.18268E+002	4.10169E+002	3.01523E+001	-1.95074E+002	-1.08646E+001
-7.22190E+002	-1.38188E+002	3.07627E+002	1.73956E+001	-3.57189E+002	3.81481E+001
-8.30103E+001	-1.62114E+002	6.30879E+002	-7.26341E+000	-5.16678E+002	5.92059E+001
5.83026E+002	5.07828E+001	4.61440E+002	5.26749E+001	-6.70980E+002	3.09458E+001
