@relation 'MLC'

@attribute F1_accX_mean numeric
@attribute F2_accX_var numeric
@attribute F3_accX_energy numeric
@attribute F4_accX_pk2pk numeric
@attribute F5_accX_cross numeric
@attribute F6_accX_crossP numeric
@attribute F7_accX_crossN numeric
@attribute F8_accX_peaks numeric
@attribute F9_accX_peaksP numeric
@attribute F10_accX_peaksN numeric
@attribute F11_accX_min numeric
@attribute F12_accX_max numeric
@attribute F13_accY_mean numeric
@attribute F14_accY_var numeric
@attribute F15_accY_energy numeric
@attribute F16_accY_pk2pk numeric
@attribute F17_accY_cross numeric
@attribute F18_accY_crossP numeric
@attribute F19_accY_crossN numeric
@attribute F20_accY_peaks numeric
@attribute F21_accY_peaksP numeric
@attribute F22_accY_peaksN numeric
@attribute F23_accY_min numeric
@attribute F24_accY_max numeric
@attribute F25_accZ_mean numeric
@attribute F26_accZ_var numeric
@attribute F27_accZ_energy numeric
@attribute F28_accZ_pk2pk numeric
@attribute F29_accZ_cross numeric
@attribute F30_accZ_crossP numeric
@attribute F31_accZ_crossN numeric
@attribute F32_accZ_peaks numeric
@attribute F33_accZ_peaksP numeric
@attribute F34_accZ_peaksN numeric
@attribute F35_accZ_min numeric
@attribute F36_accZ_max numeric
@attribute F37_gyrX_mean numeric
@attribute F38_gyrX_var numeric
@attribute F39_gyrX_energy numeric
@attribute F40_gyrX_pk2pk numeric
@attribute F41_gyrX_cross numeric
@attribute F42_gyrX_crossP numeric
@attribute F43_gyrX_crossN numeric
@attribute F44_gyrX_peaks numeric
@attribute F45_gyrX_peaksP numeric
@attribute F46_gyrX_peaksN numeric
@attribute F47_gyrX_min numeric
@attribute F48_gyrX_max numeric
@attribute F49_gyrY_mean numeric
@attribute F50_gyrY_var numeric
@attribute F51_gyrY_energy numeric
@attribute F52_gyrY_pk2pk numeric
@attribute F53_gyrY_cross numeric
@attribute F54_gyrY_crossP numeric
@attribute F55_gyrY_crossN numeric
@attribute F56_gyrY_peaks numeric
@attribute F57_gyrY_peaksP numeric
@attribute F58_gyrY_peaksN numeric
@attribute F59_gyrY_min numeric
@attribute F60_gyrY_max numeric
@attribute F61_gyrZ_mean numeric
@attribute F62_gyrZ_var numeric
@attribute F63_gyrZ_energy numeric
@attribute F64_gyrZ_pk2pk numeric
@attribute F65_gyrZ_cross numeric
@attribute F66_gyrZ_crossP numeric
@attribute F67_gyrZ_crossN numeric
@attribute F68_gyrZ_peaks numeric
@attribute F69_gyrZ_peaksP numeric
@attribute F70_gyrZ_peaksN numeric
@attribute F71_gyrZ_min numeric
@attribute F72_gyrZ_max numeric
@attribute class {0,1}

@data
-0.033974, 0.192980, 10.094961, 1.659230, 13.000000, 7.000000, 6.000000, 0.000000, 0.000000, 0.000000, -0.961943, 0.697287, 0.954450, 0.058170, 50.395475, 1.744683, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041017, 1.785700, 0.144695, 0.096856, 6.125226, 1.480514, 15.000000, 7.000000, 8.000000, 0.000000, 0.000000, 0.000000, -0.538591, 0.941923, -0.974244, 822.201284, 42803.822621, 114.322400, 19.000000, 10.000000, 9.000000, 0.000000, 0.000000, 0.000000, -62.746100, 51.576300, 6.803275, 1083.663400, 58757.293693, 122.623400, 17.000000, 9.000000, 8.000000, 0.000000, 0.000000, 0.000000, -54.750200, 67.873200, -0.095067, 698.345466, 36314.434223, 179.021700, 17.000000, 9.000000, 8.000000, 0.000000, 0.000000, 0.000000, -50.599700, 128.422000, 0
-0.090842, 0.206167, 11.149815, 1.595752, 12.000000, 6.000000, 6.000000, 0.000000, 0.000000, 0.000000, -0.874050, 0.721702, 0.940487, 0.024569, 47.272385, 0.647967, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.575213, 1.223180, 0.223705, 0.197547, 12.874762, 1.678761, 17.000000, 9.000000, 8.000000, 0.000000, 0.000000, 0.000000, -0.449721, 1.229040, 0.259404, 1492.919730, 77635.325050, 173.406200, 20.000000, 10.000000, 10.000000, 0.000000, 0.000000, 0.000000, -82.461000, 90.945200, -0.353315, 2415.139263, 125593.732870, 221.320400, 16.000000, 8.000000, 8.000000, 0.000000, 0.000000, 0.000000, -121.708000, 99.612400, 0.063387, 230.943905, 12009.291995, 77.761200, 20.000000, 10.000000, 10.000000, 0.000000, 0.000000, 0.000000, -42.176600, 35.584600, 0
-0.039881, 0.094305, 4.986578, 1.625050, 7.000000, 3.000000, 4.000000, 0.000000, 0.000000, 0.000000, -0.873074, 0.751976, 0.952826, 0.019904, 48.244565, 0.664079, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.687521, 1.351600, 0.199751, 0.039083, 4.107127, 1.010285, 9.000000, 5.000000, 4.000000, 0.000000, 0.000000, 0.000000, -0.261727, 0.748558, -2.091694, 284.452502, 15019.039612, 93.142500, 14.000000, 7.000000, 7.000000, 0.000000, 0.000000, 0.000000, -52.552900, 40.589600, -0.812266, 431.865628, 22491.320997, 102.908400, 16.000000, 8.000000, 8.000000, 0.000000, 0.000000, 0.000000, -56.520300, 46.388100, 0.428432, 122.861247, 6398.329690, 56.642400, 13.000000, 7.000000, 6.000000, 0.000000, 0.000000, 0.000000, -24.231700, 32.410700, 0
-0.046172, 0.001043, 0.165077, 0.183111, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.083987, 0.099124, 0.905451, 0.002896, 42.782390, 0.368179, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.644551, 1.012730, 0.388271, 0.007936, 8.251867, 0.255868, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.231452, 0.487320, -19.839368, 4145.031727, 236008.876638, 413.037220, 9.000000, 4.000000, 5.000000, 0.000000, 0.000000, 0.000000, -411.023000, 2.014220, 4.717452, 385.144195, 21184.724534, 134.159150, 11.000000, 6.000000, 5.000000, 0.000000, 0.000000, 0.000000, -5.188150, 128.971000, -1.932057, 129.879389, 6947.836202, 78.188450, 15.000000, 7.000000, 8.000000, 0.000000, 0.000000, 0.000000, -74.648300, 3.540150, 0
-0.107829, 0.038329, 2.597732, 0.839381, 13.000000, 7.000000, 6.000000, 0.000000, 0.000000, 0.000000, -0.560564, 0.278817, 0.336605, 0.275739, 20.230184, 1.879456, 3.000000, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, -0.757836, 1.121620, 0.726960, 0.151014, 35.333206, 1.917536, 4.000000, 2.000000, 2.000000, 1.000000, 0.000000, 1.000000, -0.471206, 1.446330, 12.776633, 38131.052811, 1991303.347741, 962.981000, 7.000000, 4.000000, 3.000000, 2.000000, 2.000000, 0.000000, -472.732000, 490.249000, -13.746226, 5545.353900, 298184.257008, 380.749000, 15.000000, 7.000000, 8.000000, 0.000000, 0.000000, 0.000000, -234.626000, 146.123000, -8.141393, 412.353332, 24889.051516, 142.399100, 24.000000, 12.000000, 12.000000, 0.000000, 0.000000, 0.000000, -122.501000, 19.898100, 0
0.294828, 0.105047, 9.982446, 1.237342, 3.000000, 1.000000, 2.000000, 0.000000, 0.000000, 0.000000, -0.292001, 0.945341, 0.519369, 0.151899, 21.925454, 1.406296, 1.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, -0.376476, 1.029820, 0.433372, 0.152773, 17.710392, 1.668512, 2.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, -0.515152, 1.153360, -28.271882, 12782.974374, 706278.232471, 514.054000, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -234.382000, 279.672000, 8.605022, 17771.981131, 927993.432155, 812.219000, 9.000000, 5.000000, 4.000000, 0.000000, 0.000000, 0.000000, -211.249000, 600.970000, -2.004831, 5410.286431, 281543.900386, 385.204500, 7.000000, 4.000000, 3.000000, 0.000000, 0.000000, 0.000000, -293.649000, 91.555500, 0
0.006695, 0.003134, 0.165298, 0.271981, 10.000000, 5.000000, 5.000000, 0.000000, 0.000000, 0.000000, -0.125980, 0.146001, 0.001268, 0.009905, 0.515131, 0.584490, 11.000000, 6.000000, 5.000000, 0.000000, 0.000000, 0.000000, -0.280770, 0.303720, 1.017787, 0.006725, 54.216024, 0.647476, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.583514, 1.230990, 7.610848, 1510.705806, 81568.802570, 237.555800, 12.000000, 6.000000, 6.000000, 0.000000, 0.000000, 0.000000, -148.869000, 88.686800, -3.078848, 326.064261, 17448.265338, 107.058900, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -39.307800, 67.751100, 0.886210, 343.898845, 17923.579066, 123.783100, 11.000000, 5.000000, 6.000000, 0.000000, 0.000000, 0.000000, -48.463400, 75.319700, 0
-0.005644, 0.043566, 2.267075, 0.894070, 9.000000, 4.000000, 5.000000, 0.000000, 0.000000, 0.000000, -0.370617, 0.523453, -0.146508, 0.082952, 5.429683, 1.091830, 7.000000, 3.000000, 4.000000, 0.000000, 0.000000, 0.000000, -0.690939, 0.400891, 0.940289, 0.029775, 47.523726, 0.931181, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.576189, 1.507370, -8.802198, 7420.328410, 389885.969481, 374.706000, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -220.038000, 154.668000, 1.909744, 3764.512190, 195944.284164, 269.479000, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -144.414000, 125.065000, -4.595387, 843.321190, 44950.816279, 125.797300, 7.000000, 3.000000, 4.000000, 0.000000, 0.000000, 0.000000, -74.037900, 51.759400, 0
-0.012414, 0.643636, 33.477084, 2.889240, 7.000000, 4.000000, 3.000000, 0.000000, 0.000000, 0.000000, -1.620650, 1.268590, -0.064906, 0.009489, 0.712476, 0.434584, 16.000000, 8.000000, 8.000000, 0.000000, 0.000000, 0.000000, -0.340831, 0.093753, 0.678563, 0.043643, 26.212681, 0.923854, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.296396, 1.220250, 3.254916, 905.161951, 47619.334297, 119.815700, 9.000000, 4.000000, 5.000000, 0.000000, 0.000000, 0.000000, -71.413300, 48.402400, 27.068790, 131053.044094, 6852859.702382, 1152.074000, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -603.168000, 548.906000, -8.350331, 717.588968, 40940.484100, 133.488000, 10.000000, 5.000000, 5.000000, 0.000000, 0.000000, 0.000000, -78.310500, 55.177500, 1
0.147503, 0.564094, 30.464242, 2.321850, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -1.102570, 1.219280, -0.031542, 0.006013, 0.364409, 0.354503, 14.000000, 7.000000, 7.000000, 0.000000, 0.000000, 0.000000, -0.211432, 0.143071, 0.703879, 0.025599, 27.094308, 0.707052, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.373058, 1.080110, -0.897945, 651.738703, 33932.340369, 113.467800, 15.000000, 8.000000, 7.000000, 0.000000, 0.000000, 0.000000, -62.807100, 50.660700, 18.673856, 134928.204220, 7034399.690798, 1198.096000, 5.000000, 3.000000, 2.000000, 0.000000, 0.000000, 0.000000, -591.998000, 606.098000, -11.622855, 1216.287230, 70271.654934, 151.615900, 8.000000, 4.000000, 4.000000, 0.000000, 0.000000, 0.000000, -89.419200, 62.196700, 1
0.233725, 0.775412, 43.162014, 2.608480, 5.000000, 3.000000, 2.000000, 0.000000, 0.000000, 0.000000, -1.307660, 1.300820, -0.013409, 0.008612, 0.457170, 0.457045, 20.000000, 10.000000, 10.000000, 0.000000, 0.000000, 0.000000, -0.244636, 0.212409, 0.530402, 0.069268, 18.230927, 1.192903, 2.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, -0.001953, 1.190950, -5.712836, 752.460215, 40825.028698, 132.694400, 18.000000, 9.000000, 9.000000, 0.000000, 0.000000, 0.000000, -82.827200, 49.867200, -62.501852, 158517.601000, 8446052.289697, 1335.490000, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -706.198000, 629.292000, -13.949307, 624.515418, 42593.126525, 124.088200, 11.000000, 5.000000, 6.000000, 0.000000, 0.000000, 0.000000, -81.850600, 42.237600, 1
0.055271, 0.944793, 49.288088, 3.083590, 7.000000, 3.000000, 4.000000, 3.000000, 2.000000, 1.000000, -1.361370, 1.722220, -0.021250, 0.019827, 1.054477, 0.622578, 13.000000, 6.000000, 7.000000, 0.000000, 0.000000, 0.000000, -0.349620, 0.272958, 0.457637, 0.085005, 15.310715, 1.333052, 6.000000, 3.000000, 3.000000, 1.000000, 0.000000, 1.000000, -0.194342, 1.138710, 0.356831, 911.235626, 47390.873592, 171.330900, 19.000000, 9.000000, 10.000000, 0.000000, 0.000000, 0.000000, -72.206800, 99.124100, 46.687477, 186567.471219, 9814853.969459, 1358.929000, 5.000000, 2.000000, 3.000000, 0.000000, 0.000000, 0.000000, -683.432000, 675.497000, -10.109841, 603.365427, 36689.864138, 124.942800, 16.000000, 8.000000, 8.000000, 0.000000, 0.000000, 0.000000, -73.183400, 51.759400, 1
0.384627, 0.934809, 56.302853, 2.881920, 4.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, -1.214390, 1.667530, -0.000150, 0.024322, 1.264730, 0.604022, 10.000000, 5.000000, 5.000000, 0.000000, 0.000000, 0.000000, -0.303232, 0.300790, 0.347902, 0.072686, 10.073519, 1.334512, 6.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, -0.263192, 1.071320, -2.190291, 895.096978, 46794.506241, 139.469600, 14.000000, 7.000000, 7.000000, 0.000000, 0.000000, 0.000000, -69.093900, 70.375700, -40.299703, 188140.100149, 9867736.644999, 1439.131000, 5.000000, 3.000000, 2.000000, 0.000000, 0.000000, 0.000000, -750.023000, 689.108000, -8.650825, 964.008140, 54019.935747, 138.554000, 17.000000, 8.000000, 9.000000, 0.000000, 0.000000, 0.000000, -69.765300, 68.788700, 1
0.113914, 0.760479, 40.219660, 2.655840, 7.000000, 3.000000, 4.000000, 0.000000, 0.000000, 0.000000, -1.274450, 1.381390, -0.007860, 0.022062, 1.150429, 0.627949, 7.000000, 3.000000, 4.000000, 0.000000, 0.000000, 0.000000, -0.389172, 0.238777, 0.532571, 0.083419, 19.086676, 1.178744, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.101566, 1.280310, -2.833530, 1465.354056, 76615.913189, 162.907900, 14.000000, 7.000000, 7.000000, 0.000000, 0.000000, 0.000000, -63.234400, 99.673500, 55.192679, 145087.076391, 7702932.029176, 1268.044000, 4.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, -705.893000, 562.151000, -2.751358, 511.023017, 26966.835509, 121.829900, 22.000000, 11.000000, 11.000000, 0.000000, 0.000000, 0.000000, -48.463400, 73.366500, 1
0.270103, 0.719707, 41.218478, 2.536210, 7.000000, 4.000000, 3.000000, 0.000000, 0.000000, 0.000000, -1.160680, 1.375530, 0.003005, 0.006616, 0.344498, 0.269539, 13.000000, 7.000000, 6.000000, 0.000000, 0.000000, 0.000000, -0.152348, 0.117191, 0.496203, 0.100098, 18.008382, 1.500534, 2.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, -0.228034, 1.272500, 8.283426, 837.401887, 47112.885445, 147.038200, 14.000000, 7.000000, 7.000000, 0.000000, 0.000000, 0.000000, -52.797000, 94.241200, -62.014681, 151904.087227, 8098995.211094, 1285.562000, 4.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, -714.072000, 571.490000, -6.797413, 725.533655, 40130.400654, 146.183700, 18.000000, 9.000000, 9.000000, 0.000000, 0.000000, 0.000000, -91.799700, 54.384000, 1
0.377340, 0.588683, 38.015558, 2.360424, 4.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, -0.979034, 1.381390, 0.048567, 0.006364, 0.453593, 0.358897, 12.000000, 6.000000, 6.000000, 0.000000, 0.000000, 0.000000, -0.189947, 0.168950, 0.552460, 0.070260, 19.524562, 1.136758, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.033692, 1.170450, -2.560034, 189.219295, 10180.199584, 68.361500, 16.000000, 8.000000, 8.000000, 0.000000, 0.000000, 0.000000, -39.735100, 28.626400, 40.475770, 124016.377318, 6534042.592688, 1148.777000, 5.000000, 3.000000, 2.000000, 0.000000, 0.000000, 0.000000, -597.674000, 551.103000, 1.971964, 925.788467, 48343.209659, 135.807400, 16.000000, 8.000000, 8.000000, 0.000000, 0.000000, 0.000000, -54.750200, 81.057200, 1
-0.002263, 0.841590, 43.762969, 2.756920, 4.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, -1.298380, 1.458540, 0.018865, 0.010956, 0.588235, 0.453627, 15.000000, 8.000000, 7.000000, 0.000000, 0.000000, 0.000000, -0.217780, 0.235847, 0.533445, 0.046617, 17.221366, 0.818872, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.088382, 0.907254, 5.919418, 683.399521, 37358.829754, 116.763800, 19.000000, 10.000000, 9.000000, 0.000000, 0.000000, 0.000000, -46.144000, 70.619800, 20.203260, 130680.187823, 6816594.695966, 1298.013000, 5.000000, 2.000000, 3.000000, 1.000000, 0.000000, 1.000000, -712.546000, 585.467000, -6.939434, 534.952301, 30321.618530, 128.238800, 14.000000, 7.000000, 7.000000, 0.000000, 0.000000, 0.000000, -70.070500, 58.168300, 1
0.218898, 0.763838, 42.211221, 2.854090, 5.000000, 3.000000, 2.000000, 1.000000, 1.000000, 0.000000, -1.150910, 1.703180, 0.008066, 0.009319, 0.487996, 0.453627, 10.000000, 5.000000, 5.000000, 0.000000, 0.000000, 0.000000, -0.238777, 0.214850, 0.497846, 0.077953, 16.941789, 1.128939, 4.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, -0.063478, 1.065460, 0.275838, 738.536356, 38407.847013, 154.118500, 14.000000, 7.000000, 7.000000, 0.000000, 0.000000, 0.000000, -84.353200, 69.765300, -32.063245, 138859.444699, 7274149.810429, 1237.708000, 4.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, -666.402000, 571.306000, -3.916926, 873.488538, 46219.204042, 134.586600, 12.000000, 6.000000, 6.000000, 0.000000, 0.000000, 0.000000, -64.333000, 70.253600, 1
