A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
1.11722E+003	-8.59401E+001	4.17493E+002	7.75170E+000	-2.91330E+002	-1.36723E+001
1.27885E+003	-2.49031E+001	8.00806E+001	-1.30009E+001	1.54424E+001	3.16782E+001
1.37162E+003	-1.23539E+002	5.14664E+002	-5.85345E+001	1.91473E+002	1.80059E+001
1.02347E+003	-1.83599E+002	7.87133E+002	-8.46583E+001	4.53627E+002	2.41707E+001
9.06278E+002	-2.39753E+002	9.13602E+002	-5.85955E+001	6.57064E+002	9.35087E+001
9.14090E+002	-1.33305E+002	6.53340E+002	-1.40385E+001	7.46055E+002	1.35990E+002
1.99225E+002	-9.47295E+001	4.07239E+002	-9.09452E+000	6.49007E+002	9.58281E+001
-5.99628E+002	-7.47093E+001	2.73446E+002	2.84433E+001	3.33567E+002	1.45268E+001
-1.03226E+003	-1.25980E+002	3.58898E+002	2.44758E+001	2.85653E+001	-3.31431E+001
-1.00540E+003	-2.03619E+002	3.42296E+002	1.39775E+001	-2.35359E+002	-3.81481E+001
-2.14850E+001	-2.39753E+002	1.66021E+002	6.41499E+001	-6.81112E+002	-4.60219E+001
1.28031E+003	-7.47093E+001	7.81274E+000	1.85980E+002	-1.00015E+003	-1.01932E+001
1.97125E+003	1.07913E+002	7.81274E+000	1.28178E+002	-7.73034E+002	5.65813E+001
1.61968E+003	-4.29701E+001	5.03433E+002	-6.83615E+001	-3.27952E+002	2.63680E+001
1.02786E+003	-1.40141E+002	3.86242E+002	-8.91751E+001	-1.30619E+001	9.76592E-001
1.33695E+003	-6.59200E+001	5.20035E+002	-3.59508E+001	9.93072E+001	1.19633E+001
1.29691E+003	-1.40141E+002	7.73949E+002	-3.46080E+001	3.29234E+002	5.67644E+000
1.06204E+003	-1.98248E+002	8.46706E+002	-6.39058E+001	6.21296E+002	4.50453E+001
1.01273E+003	-1.07913E+002	5.84979E+002	-3.04575E+001	7.88476E+002	1.06265E+002
3.33018E+002	-3.61339E+001	2.29011E+002	-2.24006E+001	7.67235E+002	1.01016E+002
-6.08905E+002	-2.44148E+001	1.18168E+002	1.22074E+001	3.89904E+002	2.23395E+001
-8.37428E+002	-1.19144E+002	5.25895E+002	2.27058E+001	2.00812E+001	-3.34483E+001
-9.93194E+002	-9.91241E+001	1.73345E+002	1.19022E+001	-1.30497E+002	-4.11390E+001
-6.00604E+002	-2.96884E+002	1.37700E+002	1.77007E+000	-5.47319E+002	-5.56047E+001
6.52364E+002	-2.42683E+002	-1.80181E+002	1.52593E+002	-1.00479E+003	-2.04474E+001
1.78228E+003	-1.83599E+002	-4.39467E+002	2.27119E+002	-9.48576E+002	1.03336E+002
2.58699E+003	1.71392E+002	9.13114E+001	7.48924E+001	-4.86709E+002	1.24821E+002
1.15238E+003	-3.32530E+002	2.68563E+001	-1.42827E+002	1.29398E+001	-1.03763E+000
1.51274E+003	-2.26081E+002	6.12812E+002	-1.05716E+002	1.16886E+002	4.08948E+000
1.47465E+003	-1.84088E+002	7.73949E+002	-8.34376E+001	3.90515E+002	-6.59200E+000
9.31181E+002	-3.20811E+002	9.04813E+002	-9.13724E+001	6.51448E+002	3.13120E+001
1.19828E+003	-2.11921E+002	7.18772E+002	-3.50963E+001	7.85669E+002	1.32328E+002
6.48457E+002	-7.86157E+001	2.28034E+002	2.03253E+001	6.89840E+002	1.30802E+002
-1.61626E+002	4.15052E+001	-1.16214E+002	1.11942E+002	3.37230E+002	1.23295E+001
-8.59401E+002	-4.24818E+001	-2.39265E+002	6.70797E+001	2.89926E+001	-6.94601E+001
-7.91040E+002	-3.33506E+002	1.75787E+001	-6.55538E+001	-2.60079E+002	-6.46992E+001
9.83428E+002	-3.33506E+002	7.69066E+002	-6.09149E+001	-7.46178E+002	-6.78121E+001
2.15192E+003	-9.57060E+001	1.14847E+003	1.07608E+002	-1.00858E+003	-1.27384E+002
1.48930E+003	-1.13773E+002	9.56084E+002	1.14078E+002	-7.01010E+002	-1.32878E+002
9.03836E+002	3.22275E+001	1.98737E+002	7.32444E+001	-2.54585E+002	-5.45671E+001
8.88211E+002	-2.78329E+001	-4.58998E+001	5.67644E+000	-3.82092E+001	1.91656E+001
1.16068E+003	-1.02054E+002	2.36335E+002	-1.46489E+001	3.38755E+001	2.77108E+001
1.11820E+003	-1.16214E+002	3.51573E+002	-5.30412E+001	2.89987E+002	1.91046E+001
